,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN
2206,488604701,월명산,안봉리구간, ,0.51,쉬움,9,6
2207,281100701,월미산,북성동구간, ,0.18,쉬움,3,2
2208,471104401,월미산,용산리구간, ,5.3,쉬움,94,65
2209,472803301,월방산,봉정리구간,산신당,1.87,쉬움,56,39
2210,451803401,월봉,신월동구간, ,3.2,쉬움,56,40
2211,441302401,월봉산,쌍용동구간, ,0.3,쉬움,5,4
2212,447102401,월봉산,양지리구간, ,0.41,쉬움,7,5
2213,467102701,월봉산,용수리구간, ,0.29,쉬움,5,4
2214,488808101,월봉산,내계길구간, ,5,쉬움,188,131
2215,468802401,월선봉,황룡면 신기촌구간,약수터,0.92,쉬움,16,11
2216,441502801,월성산,민가구간,밤나무밭,1.05,쉬움,23,16
2217,447701801,월성산,축동리구간, ,1.4,쉬움,25,17
2218,481702601,월아산_월아봉,용아리구간, ,1.01,쉬움,18,12
2219,431503501,월악산_영봉,송계리구간, ,2.65,쉬움,47,33
2220,479202801,월암산,눌산리구간, ,0.5,쉬움,9,6
2221,488803601,월여산,내탐길구간, ,1.98,쉬움,35,24
2222,447102501,월영봉,금성골입구비석옆-찜질방뒷편구간,용강서원,2.01,쉬움,35,25
2223,437301701,월이산, , ,1.4,쉬움,25,17
2224,461505501,월출봉,덕림리구간, ,1.01,쉬움,19,13
2225,301105204,월평공원,월평동구간, ,0.07,쉬움,1,1
2226,428100303,월학리마을뒷산,정자리구간, ,26.34,쉬움,988,691
2227,428106504,월학쉼터, , ,2.52,쉬움,44,31
2228,441302501,위례산,납안리구간, ,0.4,쉬움,7,5
2229,491108204,유건에오름,난산리구간, ,0.26,쉬움,5,3
2230,441507204,유구리뒷산,유구리구간, ,0.27,쉬움,5,3
2231,478302301,유덕봉,영창리구간, ,0.04,쉬움,1,0
2232,418303301,유명산,용천리구간, ,2.83,쉬움,61,42
2233,461100901,유방산, , ,0.39,쉬움,7,5
2234,467702101,유주산,구암리구간, ,3.56,쉬움,134,93
2235,427704501,유지등산,가수리구간, ,2.15,쉬움,40,28
2236,478502801,유학산,학하리구간, ,1.31,쉬움,23,16
2237,277103804,육신사,하빈면 묘리-칠곡군 왜관읍구간, ,0.02,쉬움,1,0
2238,422306401,육향산,정상동구간, ,0.14,쉬움,2,2
2239,483107304,윤개해안,장승포동구간, ,1.3,쉬움,23,16
2240,264100201,윤산, , ,0.1,쉬움,2,1
2241,264100103,윤산둘레길,지산고뒤계곡-부곡동 임도구간,개울,0.59,쉬움,10,7
2242,461101504,율도,율도동구간, ,1.5,쉬움,26,19
2243,427704704,은고개,문래리구간, ,1.04,쉬움,26,18
2244,418204601,은두봉,대성리구간, ,1.8,쉬움,32,22
2245,448301401,은봉산,수당리구간, ,1.29,쉬움,23,16
2246,441302701,은석산, , ,1.49,쉬움,26,18
2247,491101801,은월봉,종달리구간, ,0.62,쉬움,11,8
2248,414604501,은이산,사암리구간, ,0.01,중간,1,0
2249,431104201,은적산,저산리구간, ,0.17,쉬움,3,2
2250,451305004,은파호수공원,미룡동구간, ,0.41,쉬움,7,5
2251,422305301,응봉산,풍곡리구간, ,0.22,쉬움,4,3
2252,422306501,응봉산,마교리구간, ,1.34,쉬움,24,17
2253,427205601,응봉산,화촌면 장평리구간, ,3.18,쉬움,56,39
2254,427504201,응봉산,연하리구간, ,0.05,쉬움,1,1
2255,428104401,응봉산,정자리구간, ,1.09,쉬움,19,13
2256,431106101,응봉산,환희리구간, ,0.84,쉬움,15,10
2257,479202901,응봉산,고감리구간, ,2.42,쉬움,45,32
2258,479301901,응봉산,덕구리구간, ,10.81,쉬움,191,134
2259,482503301,응봉산,청천리구간, ,1.34,쉬움,25,18
2260,488403201,응봉산, , ,0.44,쉬움,8,5
2261,471103501,응암산,구룡포리구간, ,1.27,쉬움,22,16
2262,271401001,응해산,내동구간, ,1.5,쉬움,26,19
2263,271401701,응해산,지묘동구간, ,2.21,쉬움,47,33
2264,491108304,이계오름,청수리구간, ,0.24,쉬움,4,3
2265,482401501,이구산,소곡리구간, ,6.86,쉬움,121,85
2266,262900804,이기대도시자연공원,용호동구간, ,0.52,쉬움,9,6
2267,422303804,이끼폭포,무건리구간, ,3.64,쉬움,68,48
2268,491101901,이달봉,이달봉오름구간, ,1.49,쉬움,28,20
2269,491101603,이달이촛대봉,이달이촛대봉구간, ,0.11,쉬움,2,1
2270,471104501,이동산,이동구간, ,0.33,쉬움,6,4
2271,488500901,이명산,직전리구간, ,1.41,쉬움,25,17
2272,422101604,이목리,노학동구간, ,0.26,쉬움,5,3
2273,488604901,이방산,홍계리구간,웅석봉,3.67,쉬움,65,45
2274,411300304,이배재고개,갈현동구간, ,0.42,쉬움,7,5
2275,437450301,이성산,화성리구간, ,1,쉬움,18,12
2276,491108404,이승악,신례리구간, ,2.47,쉬움,44,31
2277,441507301,이인133봉,이인리구간, ,2.55,쉬움,45,32
2278,468901901,이치산,노화읍사무소-물목이네공원구간, ,0.65,쉬움,11,8
2279,414604601,이터산,영문리구간, ,0.34,쉬움,6,4
2280,431106304,이티봉산성,비상리구간, ,1.84,쉬움,32,23
2281,451400103,익산토성둘레길,팔봉면 덕기동-삼기면 기양리구간, ,0.31,쉬움,5,4
2282,431104301,인경산,대신리구간, ,1.6,쉬움,40,28
2283,471304601,인내산,도리구간, ,3.78,쉬움,67,47
2284,301101301,인단산,천동구간, ,0.18,쉬움,3,2
2285,447102601,인대산,오항리구간, ,0.87,쉬움,15,11
2286,447103704,인대산가리막골,오항리 마을들어가는 능선커브 부분-삼가리 청동마을?, ,2.82,쉬움,106,74
2287,431302801,인등산,임도, ,1.13,쉬움,20,14
2288,481502301,인성산,곡안리구간, ,2.85,쉬움,50,35
2289,114100401,인왕산,청운동구간, ,0.55,쉬움,10,7
2290,468402601,인의산,의산리구간, ,1.55,쉬움,27,19
2291,468702401,인의산,법성리구간, ,0.99,쉬움,17,12
2292,263200203,인재개발원화명수목원,금곡동구간, ,6.09,쉬움,114,80
2293,491108504,인정오름,토평동구간, ,0.29,쉬움,5,4
2294,451102704,인후공원,인후1가 천주교회-후아3가 영광원룸과 럭키A9동뒷길구, ,0.05,쉬움,1,1
2295,267101401,일광산,삼성리구간, ,0.75,쉬움,13,9
2296,467801201,일림산,봉강리구간, ,0.66,쉬움,12,9
2297,441302801,일봉산,다가동구간, ,0.94,쉬움,17,12
2298,427902001,일산,동촌리구간, ,7.35,쉬움,184,129
2299,488805101,일산봉,무릉리구간, ,4.19,쉬움,74,52
2300,468203601,일성산,장춘리구간, ,1.56,쉬움,47,33
2301,448001601,일월산,오봉리구간, ,0.03,쉬움,1,0
2302,477601301,일월산, , ,3.07,쉬움,54,38
2303,431304804,임경업장군묘소,풍동구간, ,1.94,쉬움,49,34
2304,471704201,임봉산,백자리구간, ,1.84,쉬움,35,24
2305,461101001,임암산,용해동구간, ,0.3,쉬움,5,4
2306,422300504,임원해맞이공원,임원리구간, ,0.16,쉬움,3,2
2307,482503401,임호산,흥동구간, ,0.32,쉬움,6,4
2308,487302704,입곡산림욕장,입곡리구간, ,0.05,쉬움,1,1
2309,457202901,입봉,주화산 정상-소태정 고개구간,나들목쉼터/소태정 고개,3.87,쉬움,68,48
2310,487205701,입산,칠효자비~정상~입산마을, ,0, ,0,0
2311,441507404,입석리,입석리구간, ,1.71,쉬움,30,21
2312,311100201,입화산,태화동구간, ,0.75,쉬움,13,9
2313,487203601,자굴산, , ,0.03,쉬움,1,0
2314,487205503,자굴산둘레길,신전리구간, ,5.64,쉬움,100,70
2315,412200304,자란산,비전동구간, ,0.06,쉬움,1,1
2316,441507501,자모산,도산리구간, ,2.22,쉬움,39,27
2317,491302901,자배봉,위미리구간, ,1.27,쉬움,22,16
2318,416703201,자산,강천리구간, ,0.73,쉬움,13,9
2319,481100104,자산동야산,추산동구간, ,0.15,중간,3,2
2320,482706601,자시산성산,멍에실임도구간, ,0.17,쉬움,3,2
2321,471704301,자암산,무릉리구간, ,0.66,쉬움,12,8
2322,441302901,작성산,매성리구간, ,2.93,쉬움,52,36
2323,447301701,작성산,송성리627번도로-송성리작성산임도입구구간, ,1.82,쉬움,32,22
2324,472803401,작약산,이안면구미리구간, ,2.52,쉬움,44,31
2325,482503501,작약산, , ,2.39,쉬움,42,30
2326,478503001,작오산,무성그린맨션구간,무성아파트~쉼터~정상~아곡리(명가식당),0.2,쉬움,4,2
2327,491108604,작은걸쇠,하례리구간, ,0.06,쉬움,1,1
2328,467802601,작은산,웅치면 중산리구간,철쭉군락지,1.63,쉬움,61,43
2329,428307001,작은성황산,송현리구간, ,0.2,쉬움,4,2
2330,491101704,작은월랑봉,세화리구간, ,0.38,쉬움,7,5
2331,441802301,잔미산,읍내리구간, ,0.04,쉬움,1,0
2332,427802804,잠곡초교뒷산,잠곡리구간, ,1.35,쉬움,24,17
2333,488807401,잠두봉,양평리구간, ,0.57,쉬움,10,7
2334,427603901,잠두산,신리구간, ,3.84,쉬움,144,101
2335,431104904,잠방골,미원리구간, ,0.05,쉬움,1,1
2336,277104301,잠용산,남리구간, ,0.35,쉬움,6,4
2337,427704904,잣밭구뎅이,건천리구간, ,0.29,쉬움,5,4
2338,427504401,잣봉,거운리구간, ,0.14,쉬움,2,2
2339,427605701,장군바위산,유천리구간, ,5.85,쉬움,103,72
2340,451102001,장군봉,신월리구간, ,7.57,쉬움,134,94
2341,451304401,장군봉,사정동구간, ,0.3,쉬움,5,4
2342,457104501,장군봉,신월리구간, ,2.76,쉬움,49,34
2343,479204601,장군봉,서천리구간, ,8.38,쉬움,148,104
2344,488805201,장군봉,당동길구간, ,2.55,쉬움,96,67
2345,261400901,장군산,암남동구간, ,0.49,쉬움,9,6
2346,441503001,장군산,동현리 마을회관구간,동현리 마을회관,3.11,쉬움,55,38
2347,461302401,장군산, , ,0.46,쉬움,8,6
2348,472901301,장군산,부호리구간, ,1.94,쉬움,42,29
2349,468403501,장근봉,월선리구간, ,3.02,쉬움,65,45
2350,302301204,장동고개,신탄철도공착장-장동고개구간, ,2.16,쉬움,41,28
2351,483107401,장등산,옥포동구간, ,1.56,쉬움,28,19
2352,418203301,장락산,미사리구간, ,0.99,중간,37,26
2353,412801701,장령산,순애원 길구간, ,0.37,쉬움,7,5
2354,437303101,장령산,금산리구간, ,2.76,쉬움,49,34
2355,482401701,장령산, , ,1.88,쉬움,33,23
2356,471304801,장륙산, , ,0.65,쉬움,11,8
2357,428307101,장리산,장리구간, ,0.28,쉬움,5,3
2358,427604101,장미산,계촌리구간, ,7.04,쉬움,264,185
2359,431303001,장미산,하구암리구간, ,2.15,쉬움,40,28
2360,481901201,장복산, , ,1.42,쉬움,25,18
2361,481102104,장복산마진터널,양곡동구간, ,0.57,쉬움,10,7
2362,263500501,장산, , ,0.45,쉬움,8,6
2363,427504501,장산,구래리구간, ,4.14,쉬움,155,109
2364,472804701,장성봉,원북리구간, ,1.33,쉬움,23,16
2365,427505701,장성산,문산리구간, ,1.28,쉬움,23,16
2366,441507601,장수봉,월송동구간, ,2.3,쉬움,41,28
2367,282370701,장수산,청천동구간, ,0.04,쉬움,1,0
2368,428104501,장수산,신풍리구간, ,0.69,쉬움,15,10
2369,457402601,장안산_상봉,덕산리구간, ,3.36,쉬움,126,88
2370,427604201,장암산, , ,0.94,쉬움,17,12
2371,468701701,장암산, , ,1.56,쉬움,28,19
2372,291102101,장원봉,산수동구간, ,0.04,쉬움,1,0
2373,457901801,장자산,몽불암 입구지점-양지제 부근도로구간,봉불사,0.87,쉬움,15,11
2374,431505104,장재덕,애련리구간, ,1.74,쉬움,31,21
2375,427207104,장전평,방량리구간, ,0.57,쉬움,10,7
2376,468302701,장정산,독천리구간, ,0.22,쉬움,4,3
2377,482505101,장척산,예안리구간, ,1.65,쉬움,41,29
2378,471904901,장천면산,상장리구간, ,0.27,쉬움,5,3
2379,441802401,장태봉,심동리구간, ,0.5,쉬움,9,6
2380,441507701,장학산,노동리구간, ,0.06,쉬움,1,1
2381,448101601,장학산,여래미리구간, ,0.13,쉬움,2,2
2382,427605401,재래봉,조둔리구간, ,0.78,쉬움,14,10
2383,482704101,재약산,이천리구간, ,0.25,쉬움,4,3
2384,301105301,쟁기봉,정림동구간, ,0.27,쉬움,5,3
2385,481100304,저도비치로드,구복리구간, ,4.37,쉬움,77,54
2386,415002801,저명산,목리구간, ,0.24,쉬움,4,3
2387,438000103,저수령둘레길,두성리구간, ,0.19,쉬움,3,2
2388,491100404,저지오름,저지리구간, ,0.25,쉬움,4,3
2389,467702301,적대봉, , ,0.79,쉬움,14,10
2390,477201501,적라산,수서리구간, ,0.07,쉬움,1,1
2391,488605001,적벽산,하정리구간, ,0.11,쉬움,2,1
2392,422306901,적변산,하거노리구간, ,0.3,쉬움,5,4
2393,467703401,적산,신양리구간, ,0.7,쉬움,12,9
2394,457301901,적상산,사산리구간, ,3.63,쉬움,64,45
2395,481502401,적석산,일암저수지구간,일암저수지-정상,1.6,쉬움,28,20
2396,302001401,적오산,화암동구간, ,0.55,쉬움,10,7
2397,447301801,전월산,월산리 전월산 유격장입구-양화리전월산입구구간,월산유격장,1.81,쉬움,32,22
2398,421500203,전후치,삼산리구간, ,11.61,쉬움,290,203
2399,414604701,절골산,초부리구간, ,0.46,쉬움,9,6
2400,491108704,절물오름,봉개동구간, ,1.18,쉬움,25,18
2401,427902301,절산,중리구간, ,1.74,쉬움,31,21
2402,428104601,점봉산, , ,1.46,쉬움,26,18
2403,427504601,접산, , ,0.72,쉬움,15,11
2404,471903101,접성산,원호리구간, ,0.4,쉬움,7,5
2405,467103001,정각산, , ,0, ,0,0
2406,482704201,정각산,태룡리구간, ,2.31,쉬움,41,29
2407,416102101,정광산, , ,1.98,쉬움,35,24
2408,468902304,정도리구계등,중도리구간, ,3.98,쉬움,70,49
2409,491108804,정물알오름,금악리구간, ,6.65,쉬움,117,82
2410,491102404,정물오름,금악리구간, ,0.27,쉬움,5,3
2411,414603001,정배산,석천리구간, ,1.17,쉬움,25,18
2412,481100701,정병산,퇴촌동구간, ,0.97,쉬움,17,12
2413,488605101,정수산,율현리구간, ,0.57,쉬움,10,7
2414,441507801,정안국사봉,어물리구간, ,3.93,쉬움,69,49
2415,287101001,정족산,종로학원입구-동문구간, ,0.5,쉬움,9,6
2416,317103701,정족산,용연리구간, ,0.42,쉬움,7,5
2417,457403601,정풍산,건지리구간, ,0.96,쉬움,17,12
2418,447901801,정혜산,지천리구간, ,2.37,쉬움,42,29
2419,438003101,제비봉,장회리구간, ,3.5,쉬움,62,43
2420,291550801,제석산,문성중학교-현대APT구간, ,0.29,쉬움,5,4
2421,461502701,제석산,회정리구간, ,1.4,쉬움,53,37
2422,483105201,제석산,명동리구간, ,1.24,쉬움,31,22
2423,467801401,제암산, , ,0.27,쉬움,5,3
2424,468002101,제암산,대산리구간, ,0.21,쉬움,4,3
2425,421505501,제왕산, , ,0.31,쉬움,5,4
2426,491101703,제주올레길한림고내올레,신엄리구간, ,30.98,쉬움,547,383
2427,491108904,제지기오름,보목동구간, ,0.22,중간,4,3
2428,431505004,제천동중학교뒷산,장락동구간, ,1.99,쉬움,35,25
2429,471104604,제철동,장흥동구간, ,0.5,쉬움,9,6
2430,428204004,제추골,진부리구간, ,1.61,쉬움,28,20
2431,461502801,조계산_장군봉, , ,2.75,쉬움,59,41
2432,483100104,조라,옥포동구간, ,0.19,쉬움,3,2
2433,437602101,조령산,원풍리구간, ,2.47,쉬움,44,31
2434,479206001,조록바위봉,대현리구간, ,2.93,쉬움,52,36
2435,428307201,조봉,미천리구간,미천골 자연휴양림 매표소 → 선림원지 → 제2야영장 → 등산로 입구 → 조봉 → 미천골정 → 매표소,5.56,쉬움,98,69
2436,414603101,조비산,석천리구간, ,0.31,쉬움,5,4
2437,479203101,조산봉,동면리구간, ,1.05,쉬움,32,22
2438,441802501,조소산,소성리구간, ,0.39,쉬움,7,5
2439,422100804,조양동선사유적지,조양동구간, ,0.03,쉬움,1,0
2440,471704401,조운산,신전리구간, ,1.89,쉬움,57,40
2441,428107104,조침령,점봉산-조침령구간,철쭉군락지/925고지/923고지/843고지/876고지/881고지,16.19,쉬움,607,425
2442,437602301,조항산,삼송리구간, ,8.28,쉬움,146,102
2443,457302001,조항산,대소리구간, ,2.1,쉬움,37,26
2444,471103601,조항산,죽정리구간, ,0.45,쉬움,8,6
2445,472804901,조항산,궁기1리 마을구간, ,0.34,쉬움,6,4
2446,113801204,족두리봉아래,불광동구간, ,0.01,어려움,1,0
2447,491102604,족은녹고메,족은노꼬메오름구간, ,1.04,쉬움,20,14
2448,491102704,족은바리메,족은바리메소독악구간, ,2.09,쉬움,37,26
2449,491109004,족은방애오름,교래리구간, ,0.74,쉬움,13,9
2450,491109104,족은사슴이,가시리구간, ,0.07,쉬움,1,1
2451,491102603,족은지그리오름,족은지그리오름구간, ,1.14,쉬움,20,14
2452,467801501,존제산,유신리구간, ,5.69,쉬움,100,70
2453,461302501,종고산,동산동구간, ,0.25,쉬움,4,3
2454,482704301,종남산, , ,0.27,쉬움,5,3
2455,418000901,종자산,중리구간, ,0.55,쉬움,10,7
2456,491109204,종재기악,덕천리구간, ,0.13,쉬움,2,2
2457,431104701,좌구산, , ,0.67,쉬움,12,8
2458,437450504,좌구산자연휴양림,율리구간, ,2.77,쉬움,49,34
2459,421104401,좌방산,발산리구간, ,1.15,쉬움,20,14
2460,491302804,좌보미,성읍리구간, ,0.03,쉬움,1,0
2461,488205801,좌이산, , ,0.12,쉬움,2,1
2462,421700104,주공4차아파트뒷산,천곡동구간, ,0.14,쉬움,2,2
2463,416503101,주금산,수산리구간, ,0.34,쉬움,6,4
2464,441802601,주렴산,대창리구간, ,2.04,쉬움,61,43
2465,468301101,주리봉,나불리구간, ,0.62,쉬움,11,8
2466,441507901,주미산,금학동구간, ,0.66,쉬움,12,8
2467,418203501,주발봉,상색리구간, ,2.51,쉬움,54,38
2468,422101401,주봉산,노학동구간, ,1.35,쉬움,25,18
2469,431303501,주봉산,지동리구간, ,1.88,쉬움,47,33
2470,488605201,주산,반천리구간,한우리연수원,1.23,쉬움,22,15
2471,477502301,주왕산,이전리구간, ,7.78,쉬움,292,204
2472,437602501,주월산,구월리구간, ,2.15,쉬움,40,28
2473,467702501,주월산,옥하리구간, ,2.57,쉬움,45,32
2474,467801601,주월산,수남리구간, ,1.8,쉬움,45,32
2475,418303501,주읍산,화전리구간, ,2.09,쉬움,63,44
2476,431304901,주정산,온천리구간, ,0.31,중간,5,4
2477,482503701,주주봉,천곡리구간, ,1.39,쉬움,30,21
2478,468301201,주지봉,도갑리구간, ,4.76,쉬움,84,59
2479,472805001,주지봉,정리구간,국화꽃밭/과수원,0.97,쉬움,21,15
2480,472803901,주흘산,상초리구간, ,2.43,쉬움,43,30
2481,277102901,죽곡산,달성군 다사읍 강정리구간, ,0.18,쉬움,3,2
2482,428300304,죽도산,인구리구간, ,0.27,쉬움,5,3
2483,451802701,죽림산,시기동구간, ,0.25,중간,4,3
2484,427902401,죽엽산,방천리구간,해돋이전망대,3.68,쉬움,138,97
2485,427903501,죽엽산,월남파병용사만남의장 뒤구간, ,0.28,쉬움,5,3
2486,471100104,죽장봉화봉,문덕리구간, ,0.15,쉬움,3,2
2487,478504204,죽전리뒷산,죽전리구간, ,0.54,쉬움,10,7
2488,422305004,준경묘주변산, , ,1.32,쉬움,23,16
2489,282001201,중경산,남동구 도림동구간, ,0.08,중간,1,1
2490,447302401,중근봉,도암리-영곡리구간, ,2.87,쉬움,51,35
2491,418303601,중미산,가일리구간, ,1.68,쉬움,63,44
2492,483105401,중봉산,대금리구간, ,1.06,쉬움,27,19
2493,483302704,중부산성,내송리구간, ,1.49,쉬움,37,26
2494,457104301,중수봉,대아리구간, ,1.36,쉬움,24,17
2495,291400604,중앙공원,월트컵1길-풍암망월길구간, ,0.05,쉬움,1,1
2496,418303701,중원산,중원리구간, ,0.35,쉬움,6,4
2497,431505404,중전리당두산입구,월림리구간, ,2.24,쉬움,40,28
2498,477502401,중태산,부곡리구간, ,2,쉬움,35,25
2499,422307501,지각산,숙암리구간, ,3.35,쉬움,101,70
2500,431303601,지등산,조동리구간, ,2.88,쉬움,51,36
2501,482503901,지라안산,대감리구간, ,1.71,쉬움,30,21
2502,469001901,지력산,와우리구간, ,4.83,쉬움,85,60
2503,482202301,지리산, , ,0.45,쉬움,8,6
2504,488605302,지리산_천왕봉,부운리구간, ,0.71,쉬움,13,9
2505,491102201,지미봉,종달리구간, ,0.49,중간,11,7
2506,447102901,지봉산,비례리구간, ,3.4,쉬움,64,45
2507,471905001,지산동산,지산동구간, ,0.58,쉬움,10,7
2508,427707201,지억산,화암리구간, ,3.68,쉬움,138,97
2509,457203401,지장산,삼락리구간, ,4.67,쉬움,82,58
2510,457302101,지장산,고창리구간, ,1.62,중간,61,43
2511,472503701,지장산, , ,0.02,쉬움,1,0
2512,461101101,지적산,대양동구간, ,0.95,쉬움,17,12
2513,302001501,지족산,지족동구간, ,0.38,쉬움,7,5
2514,287101101,진강산,양도면 삼흥리-양도면 건평리구간, ,2.79,쉬움,49,34
2515,113801304,진관근린공원,진관동구간,서어나무군락지,0.36,쉬움,6,4
2516,441802701,진당산,마강리구간, ,2.32,쉬움,44,30
2517,487402501,진봉산,모전리구간, ,1.16,쉬움,20,14
2518,428204404,진부령,용대리구간, ,0.87,쉬움,15,11
2519,447103001,진악산,석동리구간, ,2.21,쉬움,39,27
2520,462301801,진월국사봉,성원산업-차동마을구간, ,6.4,쉬움,137,96
2521,413602904,진접읍금곡리,금곡리구간, ,2.7,쉬움,51,35
2522,479302201,진조산,풍곡리구간, ,2.15,쉬움,38,27
2523,481100404,진해드림로드,북부동구간, ,9.56,쉬움,169,118
2524,301102804,질현성,주산동 산42임 임시도로구간, ,0.39,쉬움,7,5
2525,421106004,집다리골,지암리구간, ,0.24,쉬움,4,3
2526,481702801,집현산,도전리구간, ,0.97,쉬움,18,13
2527,291551101,짚봉산,풍암동구간, ,0.25,쉬움,4,3
2528,421508404,짝바위등산로,장덕리구간, ,4.2,쉬움,74,52
2529,471306101,창수산,내칠리구간, ,0.2,쉬움,4,2
2530,427902501,창안산,용담리구간, ,0.74,쉬움,13,9
2531,488703101,창암산,덕전리구간, ,0.61,쉬움,11,8
2532,457702301,채계산, , ,0.24,쉬움,4,3
2533,441503201,채죽산,밤나무가든 입구구간,도련암,1.16,쉬움,20,14
2534,482505204,천곡산성,천곡리구간, ,0.25,쉬움,4,3
2535,468001701,천관산,부평리구간, ,0.36,쉬움,6,4
2536,428100603,천도리52연대,서화면 천도리 산-서화면 심적리구간,심적쉼터,6.06,쉬움,107,75
2537,431503701,천등산,송강리구간, ,2.19,쉬움,39,27
2538,457103201,천등산,산북리구간, ,0.05,쉬움,1,1
2539,467702601,천등산,천등산 주차장입구-주능선 도착지구간, ,2.2,쉬움,39,27
2540,471704601,천등산, , ,0.18,쉬움,3,2
2541,447901901,천마봉,장승리구간, ,1.63,쉬움,29,20
2542,261401101,천마산,암남동구간, ,0.13,쉬움,2,2
2543,413602201,천마산,호평동구간, ,1.07,쉬움,23,16
2544,427707401,천마산,낙동리구간, ,2.61,쉬움,98,69
2545,451102101,천마산,호성동1가구간, ,0.09,쉬움,2,1
2546,451903501,천마산,호곡리구간, ,3.71,쉬움,139,97
2547,461302801,천마산,평사길18-정상구간, ,1.15,쉬움,35,24
2548,472804101,천마산,말응리구간, ,3.43,쉬움,61,42
2549,437403401,천만산,산막리구간, ,1.88,쉬움,33,23
2550,457202701,천반산,성산리 섬계마을-성산리 상향마을구간, ,1.26,쉬움,24,17
2551,447702201,천방산,신농리구간, ,0.17,쉬움,3,2
2552,448101701,천방산,탑곡리구간, ,0.8,쉬움,14,10
2553,467703501,천방산,남양리구간, ,1.46,쉬움,31,22
2554,411500701,천보산,금오동구간, ,0.17,쉬움,3,2
2555,441508001,천봉,노동리구간, ,0.84,쉬움,15,10
2556,467102201,천봉,평장리구간, ,1.35,쉬움,24,17
2557,467801801,천봉산,봉갑리구간, ,2.54,쉬움,45,31
2558,472503901,천봉산,부원동구간, ,2.3,쉬움,86,60
2559,301400601,천비산,침산동구간, ,0.28,쉬움,5,3
2560,471903601,천생산,구평동구간, ,0.25,쉬움,4,3
2561,483302101,천성산,사송리구간, ,3.19,쉬움,56,39
2562,491102305,천아숲길,광령리구간, ,1.91,쉬움,34,24
2563,491102504,천아오름,광령리구간, ,0.63,쉬움,11,8
2564,491109304,천아초낭오름,상대리구간, ,0.56,쉬움,10,7
2565,482202501,천암산,도천동구간, ,0.03,쉬움,1,0
2566,442303501,천왕산,연산리구간, ,2.27,쉬움,40,28
2567,478203001,천왕산, , ,0.32,쉬움,6,4
2568,488206001,천왕산,유흥리 삼계부락 충효공원-대가면 큰재구간, ,0.73,쉬움,13,9
2569,467903501,천운산,운농리구간, ,2.76,쉬움,104,72
2570,421903501,천의봉,고한리구간, ,7.49,쉬움,140,98
2571,451102201,천장봉,효자동2가구간, ,0.15,쉬움,3,2
2572,112300301,천장산,이문동구간, ,0.01,쉬움,1,0
2573,483107501,천장산,다포리구간, ,0.79,쉬움,17,12
2574,472804501,천주산,간송리구간, ,1.95,중간,73,51
2575,481100901,천주산,합성동구간, ,0.06,쉬움,1,1
2576,481100504,천주산누리길,용강리구간, ,23.18,쉬움,409,286
2577,428204104,천진샘터,봉포리구간, ,1.27,쉬움,22,16
2578,428304701,천치산,상광정리구간, ,0.74,쉬움,14,10
2579,437403501,천태산,천내리구간, ,0.18,쉬움,3,2
2580,441503301,천태산, , ,0.09,쉬움,2,1
2581,447103501,천태산,누교리구간, ,1.97,쉬움,74,52
2582,448101801,천태산,효교리구간, ,0.38,쉬움,7,5
2583,468102701,천태산,용운리구간,정수사 - 천태산 - 삼거리 - 임도 - 정수사,2.26,쉬움,85,59
2584,483302201,천태산,내포리구간, ,0.74,쉬움,13,9
2585,472504001,천택산,중눌리구간, ,3.07,쉬움,58,40
2586,442302701,천호산,천호리구간, ,1.22,쉬움,37,26
2587,457103401,천호산,분기점-놋짐재구간, ,1.36,쉬움,24,17
2588,451903601,천황산,국포리구간, ,0.39,쉬움,7,5
2589,461503201,천황산,도롱리구간, ,0.79,쉬움,15,10
2590,482202701,천황산,동항리구간, ,1.02,쉬움,22,15
2591,482704701,천황산, , ,0.25,쉬움,4,3
2592,487204001,천황산,권혜리구간, ,1.92,쉬움,34,24
2593,488206101,천황산, , ,1.99,쉬움,35,25
2594,421508704,철갑령,삼교 저수지구간, ,6.56,쉬움,246,172
2595,267101601,철마산,송정리구간, ,0.63,쉬움,11,8
2596,282600601,철마산, , ,0.16,쉬움,3,2
2597,413602301,철마산,오남리구간, ,0.03,쉬움,1,0
2598,422307701,철마산,이천리구간, ,1.24,쉬움,47,33
2599,448001901,철마산,부평리구간, ,0.83,쉬움,15,10
2600,488605401,철마산,향양리구간,고촌-향양,0.84,쉬움,15,10
2601,488806201,철마산,청수리구간, ,2.38,쉬움,60,42
2602,427707501,철미산,애산리구간, ,1.05,쉬움,19,13
2603,471104001,철미산,두호동구간, ,0.43,쉬움,8,5
2604,437302101,철봉산,적하리구간, ,1.47,쉬움,26,18
2605,441503401,철승산,화흥리구간, ,4.19,쉬움,74,52
2606,421902804,철암,철암동구간, ,2.87,쉬움,51,35
2607,461503401,첨산,동송리구간, ,3.21,쉬움,57,40
2608,469002101,첨찰산,아리랑비구간, ,1.7,쉬움,30,21
2609,431303701,첩푸산,고운리구간, ,2.28,쉬움,40,28
2610,412900401,청계산, , ,0.12,쉬움,2,1
2611,418203701,청계산,청계산 임도구간, ,0.58,쉬움,10,7
2612,418303801,청계산,용담리구간, ,0.18,쉬움,3,2
